source link,Category,Date,County,Value,LastReportedDate
,Households,2/1/2019,Benton,1365,3/27/2019
,Households,2/1/2019,Bledsoe,1393,3/27/2019
,Households,2/1/2019,Blount,6094,3/27/2019
,Households,2/1/2019,Bradley,7032,3/27/2019
,Households,2/1/2019,Campbell,5277,3/27/2019
,Households,2/1/2019,Cannon,985,3/27/2019
,Households,2/1/2019,Carroll,2243,3/27/2019
,Households,2/1/2019,Carter,4287,3/27/2019
,Households,2/1/2019,Cheatham,1712,3/27/2019
,Households,2/1/2019,Chester,1188,3/27/2019
,Households,2/1/2019,Claiborne,3110,3/27/2019
,Households,2/1/2019,Clay,804,3/27/2019
,Households,2/1/2019,Cocke,4735,3/27/2019
,Households,2/1/2019,Coffee,3983,3/27/2019
,Households,2/1/2019,Crockett,1094,3/27/2019
,Households,2/1/2019,Cumberland,3792,3/27/2019
,Households,2/1/2019,Davidson,33822,3/27/2019
,Households,2/1/2019,Decatur,1021,3/27/2019
,Households,2/1/2019,DeKalb,1570,3/27/2019
,Households,2/1/2019,Dickson,3188,3/27/2019
,Households,2/1/2019,Dyer,3625,3/27/2019
,Households,2/1/2019,Fayette,2649,3/27/2019
,Households,2/1/2019,Fentress,2223,3/27/2019
,Households,2/1/2019,Franklin,2149,3/27/2019
,Households,2/1/2019,Gibson,3994,3/27/2019
,Households,2/1/2019,Giles,2000,3/27/2019
,Households,2/1/2019,Grainger,1741,3/27/2019
,Households,2/1/2019,Greene,4416,3/27/2019
,Households,2/1/2019,Grundy,1789,3/27/2019
,Households,2/1/2019,Hamblen,4588,3/27/2019
,Households,2/1/2019,Hamilton,21991,3/27/2019
,Households,2/1/2019,Hancock,1206,3/27/2019
,Households,2/1/2019,Hardeman,2465,3/27/2019
,Households,2/1/2019,Hardin,2546,3/27/2019
,Households,2/1/2019,Hawkins,4552,3/27/2019
,Households,2/1/2019,Haywood,2316,3/27/2019
,Households,2/1/2019,Henderson,2506,3/27/2019
,Households,2/1/2019,Henry,2739,3/27/2019
,Households,2/1/2019,Hickman,1780,3/27/2019
,Households,2/1/2019,Houston,605,3/27/2019
,Households,2/1/2019,Humphreys,1156,3/27/2019
,Households,2/1/2019,Jackson,1060,3/27/2019
,Households,2/1/2019,Jefferson,3344,3/27/2019
,Households,2/1/2019,Johnson,1773,3/27/2019
,Households,2/1/2019,Knox,23653,3/27/2019
,Households,2/1/2019,Lake,1017,3/27/2019
,Households,2/1/2019,Lauderdale,3009,3/27/2019
,Households,2/1/2019,Lawrence,2919,3/27/2019
,Households,2/1/2019,Lewis,986,3/27/2019
,Households,2/1/2019,Lincoln,2218,3/27/2019
,Households,2/1/2019,Loudon,2150,3/27/2019
,Households,2/1/2019,Macon,2105,3/27/2019
,Households,2/1/2019,Madison,7696,3/27/2019
,Households,2/1/2019,Marion,2449,3/27/2019
,Households,2/1/2019,Marshall,1774,3/27/2019
,Households,2/1/2019,Maury,4579,3/27/2019
,Households,2/1/2019,McMinn,1088,3/27/2019
,Households,2/1/2019,McNairy,3538,3/27/2019
,Households,2/1/2019,Meigs,9595,3/27/2019
,Households,2/1/2019,Monroe,232,3/27/2019
,Households,2/1/2019,Montgomery,1686,3/27/2019
,Households,2/1/2019,Moore,3867,3/27/2019
,Households,2/1/2019,Morgan,2484,3/27/2019
,Households,2/1/2019,Obion,2634,3/27/2019
,Households,2/1/2019,Overton,1635,3/27/2019
,Households,2/1/2019,Perry,691,3/27/2019
,Households,2/1/2019,Pickett,416,3/27/2019
,Households,2/1/2019,Polk,1201,3/27/2019
,Households,2/1/2019,Putnam,4958,3/27/2019
,Households,2/1/2019,Rhea,3033,3/27/2019
,Households,2/1/2019,Roane,3473,3/27/2019
,Households,2/1/2019,Robertson,3461,3/27/2019
,Households,2/1/2019,Rutherford,10834,3/27/2019
,Households,2/1/2019,Scott,3016,3/27/2019
,Households,2/1/2019,Sequatchie,1395,3/27/2019
,Households,2/1/2019,Sevier,4494,3/27/2019
,Households,2/1/2019,Shelby,88866,3/27/2019
,Households,2/1/2019,Smith,1235,3/27/2019
,Households,2/1/2019,Stewart,771,3/27/2019
,Households,2/1/2019,Sullivan,10761,3/27/2019
,Households,2/1/2019,Sumner,6477,3/27/2019
,Households,2/1/2019,Tipton,4125,3/27/2019
,Households,2/1/2019,Trousdale,644,3/27/2019
,Households,2/1/2019,Unicoi,1455,3/27/2019
,Households,2/1/2019,Union,1744,3/27/2019
,Households,2/1/2019,VanBuren,461,3/27/2019
,Households,2/1/2019,Warren,3401,3/27/2019
,Households,2/1/2019,Washington,7717,3/27/2019
,Households,2/1/2019,Wayne,1193,3/27/2019
,Households,2/1/2019,Weakley,2436,3/27/2019
,Households,2/1/2019,White,2047,3/27/2019
,Households,2/1/2019,Williamson,1840,3/27/2019
,Households,2/1/2019,Wilson,4418,3/27/2019
,Individuals,9/1/2017,Anderson,12131,10/25/2018
,Individuals,9/1/2017,Bedford,9575,10/25/2018
,Individuals,9/1/2017,Benton,3074,10/25/2018
,Individuals,9/1/2017,Bledsoe,2876,10/25/2018
,Individuals,9/1/2017,Blount,14638,10/25/2018
,Individuals,9/1/2017,Bradley,15816,10/25/2018
,Individuals,9/1/2017,Campbell,10375,10/25/2018
,Individuals,9/1/2017,Cannon,2196,10/25/2018
,Individuals,9/1/2017,Carroll,5467,10/25/2018
,Individuals,9/1/2017,Carter,10137,10/25/2018
,Individuals,9/1/2017,Cheatham,4355,10/25/2018
,Individuals,9/1/2017,Chester,2814,10/25/2018
,Individuals,9/1/2017,Claiborne,6723,10/25/2018
,Individuals,9/1/2017,Clay,1693,10/25/2018
,Individuals,9/1/2017,Cocke,9732,10/25/2018
,Individuals,9/1/2017,Coffee,9520,10/25/2018
,Individuals,9/1/2017,Crockett,2603,10/25/2018
,Individuals,9/1/2017,Cumberland,9023,10/25/2018
,Individuals,9/1/2017,Davidson,82681,10/25/2018
,Individuals,9/1/2017,Decatur,2252,10/25/2018
,Individuals,9/1/2017,DeKalb,3767,10/25/2018
,Individuals,9/1/2017,Dickson,7615,10/25/2018
,Individuals,9/1/2017,Dyer,7871,10/25/2018
,Individuals,9/1/2017,Fayette,5877,10/25/2018
,Individuals,9/1/2017,Fentress,4484,10/25/2018
,Individuals,9/1/2017,Franklin,4912,10/25/2018
,Individuals,9/1/2017,Gibson,9141,10/25/2018
,Individuals,9/1/2017,Giles,4388,10/25/2018
,Individuals,9/1/2017,Grainger,4270,10/25/2018
,Individuals,9/1/2017,Greene,9825,10/25/2018
,Individuals,9/1/2017,Grundy,3797,10/25/2018
,Individuals,9/1/2017,Hamblen,11038,10/25/2018
,Individuals,9/1/2017,Hamilton,50419,10/25/2018
,Individuals,9/1/2017,Hancock,2493,10/25/2018
,Individuals,9/1/2017,Hardeman,5243,10/25/2018
,Individuals,9/1/2017,Hardin,5666,10/25/2018
,Individuals,9/1/2017,Hawkins,10706,10/25/2018
,Individuals,9/1/2017,Haywood,4549,10/25/2018
,Individuals,9/1/2017,Henderson,5564,10/25/2018
,Individuals,9/1/2017,Henry,6473,10/25/2018
,Individuals,9/1/2017,Hickman,4680,10/25/2018
,Individuals,9/1/2017,Houston,1409,10/25/2018
,Individuals,9/1/2017,Humphreys,2934,10/25/2018
,Individuals,9/1/2017,Jackson,2321,10/25/2018
,Individuals,9/1/2017,Jefferson,8163,10/25/2018
,Individuals,9/1/2017,Johnson,3658,10/25/2018
,Individuals,9/1/2017,Knox,51151,10/25/2018
,Individuals,9/1/2017,Lake,1938,10/25/2018
,Individuals,9/1/2017,Lauderdale,6201,10/25/2018
,Individuals,9/1/2017,Lawrence,6867,10/25/2018
,Individuals,9/1/2017,Lewis,2014,10/25/2018
,Individuals,9/1/2017,Lincoln,4851,10/25/2018
,Individuals,9/1/2017,Loudon,5297,10/25/2018
,Individuals,9/1/2017,Macon,5344,10/25/2018
,Individuals,9/1/2017,Madison,16846,10/25/2018
,Individuals,9/1/2017,Marion,5232,10/25/2018
,Individuals,9/1/2017,Marshall,4331,10/25/2018
,Individuals,9/1/2017,Maury,10961,10/25/2018
,Individuals,9/1/2017,McMinn,2622,10/25/2018
,Individuals,9/1/2017,Mcnairy,8603,10/25/2018
,Individuals,9/1/2017,Meigs,23727,10/25/2018
,Individuals,9/1/2017,Monroe,535,10/25/2018
,Individuals,9/1/2017,Montgomery,4388,10/25/2018
,Individuals,9/1/2017,Moore,9089,10/25/2018
,Individuals,9/1/2017,Morgan,5402,10/25/2018
,Individuals,9/1/2017,Obion,6158,10/25/2018
,Individuals,9/1/2017,Overton,3564,10/25/2018
,Individuals,9/1/2017,Perry,1474,10/25/2018
,Individuals,9/1/2017,Pickett,768,10/25/2018
,Individuals,9/1/2017,Polk,2870,10/25/2018
,Individuals,9/1/2017,Putnam,11117,10/25/2018
,Individuals,9/1/2017,Rhea,6895,10/25/2018
,Individuals,9/1/2017,Roane,8323,10/25/2018
,Individuals,9/1/2017,Robertson,8485,10/25/2018
,Individuals,9/1/2017,Rutherford,28166,10/25/2018
,Individuals,9/1/2017,Scott,6753,10/25/2018
,Individuals,9/1/2017,Sequatchie,3110,10/25/2018
,Individuals,9/1/2017,Sevier,11595,10/25/2018
,Individuals,9/1/2017,Shelby,219458,10/25/2018
,Individuals,9/1/2017,Smith,2916,10/25/2018
,Individuals,9/1/2017,Stewart,2064,10/25/2018
,Individuals,9/1/2017,Sullivan,25291,10/25/2018
,Individuals,9/1/2017,Sumner,16204,10/25/2018
,Individuals,9/1/2017,Tipton,10047,10/25/2018
,Individuals,9/1/2017,Trousdale,1433,10/25/2018
,Individuals,9/1/2017,Unicoi,3060,10/25/2018
,Individuals,9/1/2017,Union,4374,10/25/2018
,Individuals,9/1/2017,VanBuren,998,10/25/2018
,Individuals,9/1/2017,Warren,7967,10/25/2018
,Individuals,9/1/2017,Washington,17680,10/25/2018
,Individuals,9/1/2017,Wayne,2351,10/25/2018
,Individuals,9/1/2017,Weakley,5852,10/25/2018
,Individuals,9/1/2017,White,4880,10/25/2018
,Individuals,9/1/2017,Williamson,4601,10/25/2018
,Individuals,9/1/2017,Wilson,10091,10/25/2018
,Individuals,10/1/2017,Anderson,12035,10/25/2018
,Individuals,10/1/2017,Bedford,9621,10/25/2018
,Individuals,10/1/2017,Benton,3023,10/25/2018
,Individuals,10/1/2017,Bledsoe,2861,10/25/2018
,Individuals,10/1/2017,Blount,14437,10/25/2018
,Individuals,10/1/2017,Bradley,15920,10/25/2018
,Individuals,10/1/2017,Campbell,10263,10/25/2018
,Individuals,10/1/2017,Cannon,2179,10/25/2018
,Individuals,10/1/2017,Carroll,5356,10/25/2018
,Individuals,10/1/2017,Carter,10020,10/25/2018
,Individuals,10/1/2017,Cheatham,4297,10/25/2018
,Individuals,10/1/2017,Chester,2839,10/25/2018
,Individuals,10/1/2017,Claiborne,6639,10/25/2018
,Individuals,10/1/2017,Clay,1712,10/25/2018
,Individuals,10/1/2017,Cocke,9519,10/25/2018
,Individuals,10/1/2017,Coffee,9564,10/25/2018
,Individuals,10/1/2017,Crockett,2567,10/25/2018
,Individuals,10/1/2017,Cumberland,9004,10/25/2018
,Individuals,10/1/2017,Davidson,81983,10/25/2018
,Individuals,10/1/2017,Decatur,2247,10/25/2018
,Individuals,10/1/2017,DeKalb,3749,10/25/2018
,Individuals,10/1/2017,Dickson,7498,10/25/2018
,Individuals,10/1/2017,Dyer,7796,10/25/2018
,Individuals,10/1/2017,Fayette,5787,10/25/2018
,Individuals,10/1/2017,Fentress,4438,10/25/2018
,Individuals,10/1/2017,Franklin,4977,10/25/2018
,Individuals,10/1/2017,Gibson,9003,10/25/2018
,Individuals,10/1/2017,Giles,4417,10/25/2018
,Individuals,10/1/2017,Grainger,4281,10/25/2018
,Individuals,10/1/2017,Greene,9815,10/25/2018
,Individuals,10/1/2017,Grundy,3774,10/25/2018
,Individuals,10/1/2017,Hamblen,10925,10/25/2018
,Individuals,10/1/2017,Hamilton,50321,10/25/2018
,Individuals,10/1/2017,Hancock,2473,10/25/2018
,Individuals,10/1/2017,Hardeman,5081,10/25/2018
,Individuals,10/1/2017,Hardin,5654,10/25/2018
,Individuals,10/1/2017,Hawkins,10601,10/25/2018
,Individuals,10/1/2017,Haywood,4500,10/25/2018
,Individuals,10/1/2017,Henderson,5525,10/25/2018
,Individuals,10/1/2017,Henry,6529,10/25/2018
,Individuals,10/1/2017,Hickman,4676,10/25/2018
,Individuals,10/1/2017,Houston,1424,10/25/2018
,Individuals,10/1/2017,Humphreys,2935,10/25/2018
,Individuals,10/1/2017,Jackson,2347,10/25/2018
,Individuals,10/1/2017,Jefferson,8147,10/25/2018
,Individuals,10/1/2017,Johnson,3648,10/25/2018
,Individuals,10/1/2017,Knox,50885,10/25/2018
,Individuals,10/1/2017,Lake,1933,10/25/2018
,Individuals,10/1/2017,Lauderdale,6097,10/25/2018
,Individuals,10/1/2017,Lawrence,6863,10/25/2018
,Individuals,10/1/2017,Lewis,2004,10/25/2018
,Individuals,10/1/2017,Lincoln,4861,10/25/2018
,Individuals,10/1/2017,Loudon,5270,10/25/2018
,Individuals,10/1/2017,Macon,5332,10/25/2018
,Individuals,10/1/2017,Madison,16974,10/25/2018
,Individuals,10/1/2017,Marion,5293,10/25/2018
,Individuals,10/1/2017,Marshall,4334,10/25/2018
,Individuals,10/1/2017,Maury,10921,10/25/2018
,Individuals,10/1/2017,McMinn,2644,10/25/2018
,Individuals,10/1/2017,Mcnairy,8497,10/25/2018
,Individuals,10/1/2017,Meigs,23841,10/25/2018
,Individuals,10/1/2017,Monroe,538,10/25/2018
,Individuals,10/1/2017,Montgomery,4329,10/25/2018
,Individuals,10/1/2017,Moore,9021,10/25/2018
,Individuals,10/1/2017,Morgan,5301,10/25/2018
,Individuals,10/1/2017,Obion,5987,10/25/2018
,Individuals,10/1/2017,Overton,3572,10/25/2018
,Individuals,10/1/2017,Perry,1510,10/25/2018
,Individuals,10/1/2017,Pickett,765,10/25/2018
,Individuals,10/1/2017,Polk,2866,10/25/2018
,Individuals,10/1/2017,Putnam,11119,10/25/2018
,Individuals,10/1/2017,Rhea,6932,10/25/2018
,Individuals,10/1/2017,Roane,8236,10/25/2018
,Individuals,10/1/2017,Robertson,8407,10/25/2018
,Individuals,10/1/2017,Rutherford,27639,10/25/2018
,Individuals,10/1/2017,Scott,6644,10/25/2018
,Individuals,10/1/2017,Sequatchie,3095,10/25/2018
,Individuals,10/1/2017,Sevier,11538,10/25/2018
,Individuals,10/1/2017,Shelby,218653,10/25/2018
,Individuals,10/1/2017,Smith,2921,10/25/2018
,Individuals,10/1/2017,Stewart,2061,10/25/2018
,Individuals,10/1/2017,Sullivan,25186,10/25/2018
,Individuals,10/1/2017,Sumner,16186,10/25/2018
,Individuals,10/1/2017,Tipton,9959,10/25/2018
,Individuals,10/1/2017,Trousdale,1389,10/25/2018
,Individuals,10/1/2017,Unicoi,3081,10/25/2018
,Individuals,10/1/2017,Union,4322,10/25/2018
,Individuals,10/1/2017,VanBuren,983,10/25/2018
,Individuals,10/1/2017,Warren,8045,10/25/2018
,Individuals,10/1/2017,Washington,17619,10/25/2018
,Individuals,10/1/2017,Wayne,2414,10/25/2018
,Individuals,10/1/2017,Weakley,5703,10/25/2018
,Individuals,10/1/2017,White,4958,10/25/2018
,Individuals,10/1/2017,Williamson,4575,10/25/2018
,Individuals,10/1/2017,Wilson,10123,10/25/2018
,Individuals,11/1/2017,Anderson,12006,10/25/2018
,Individuals,11/1/2017,Bedford,9563,10/25/2018
,Individuals,11/1/2017,Benton,3079,10/25/2018
,Individuals,11/1/2017,Bledsoe,2885,10/25/2018
,Individuals,11/1/2017,Blount,14413,10/25/2018
,Individuals,11/1/2017,Bradley,16034,10/25/2018
,Individuals,11/1/2017,Campbell,10256,10/25/2018
,Individuals,11/1/2017,Cannon,2183,10/25/2018
,Individuals,11/1/2017,Carroll,5349,10/25/2018
,Individuals,11/1/2017,Carter,10100,10/25/2018
,Individuals,11/1/2017,Cheatham,4189,10/25/2018
,Individuals,11/1/2017,Chester,2837,10/25/2018
,Individuals,11/1/2017,Claiborne,6557,10/25/2018
,Individuals,11/1/2017,Clay,1700,10/25/2018
,Individuals,11/1/2017,Cocke,9539,10/25/2018
,Individuals,11/1/2017,Coffee,9632,10/25/2018
,Individuals,11/1/2017,Crockett,2571,10/25/2018
,Individuals,11/1/2017,Cumberland,8819,10/25/2018
,Individuals,11/1/2017,Davidson,81809,10/25/2018
,Individuals,11/1/2017,Decatur,2239,10/25/2018
,Individuals,11/1/2017,DeKalb,3721,10/25/2018
,Individuals,11/1/2017,Dickson,7521,10/25/2018
,Individuals,11/1/2017,Dyer,7887,10/25/2018
,Individuals,11/1/2017,Fayette,5948,10/25/2018
,Individuals,11/1/2017,Fentress,4436,10/25/2018
,Individuals,11/1/2017,Franklin,4987,10/25/2018
,Individuals,11/1/2017,Gibson,9051,10/25/2018
,Individuals,11/1/2017,Giles,4414,10/25/2018
,Individuals,11/1/2017,Grainger,4225,10/25/2018
,Individuals,11/1/2017,Greene,9717,10/25/2018
,Individuals,11/1/2017,Grundy,3774,10/25/2018
,Individuals,11/1/2017,Hamblen,10866,10/25/2018
,Individuals,11/1/2017,Hamilton,50212,10/25/2018
,Individuals,11/1/2017,Hancock,2467,10/25/2018
,Individuals,11/1/2017,Hardeman,5189,10/25/2018
,Individuals,11/1/2017,Hardin,5620,10/25/2018
,Individuals,11/1/2017,Hawkins,10630,10/25/2018
,Individuals,11/1/2017,Haywood,4531,10/25/2018
,Individuals,11/1/2017,Henderson,5515,10/25/2018
,Individuals,11/1/2017,Henry,6448,10/25/2018
,Individuals,11/1/2017,Hickman,4609,10/25/2018
,Individuals,11/1/2017,Houston,1360,10/25/2018
,Individuals,11/1/2017,Humphreys,2892,10/25/2018
,Individuals,11/1/2017,Jackson,2260,10/25/2018
,Individuals,11/1/2017,Jefferson,8065,10/25/2018
,Individuals,11/1/2017,Johnson,3648,10/25/2018
,Individuals,11/1/2017,Knox,50854,10/25/2018
,Individuals,11/1/2017,Lake,1909,10/25/2018
,Individuals,11/1/2017,Lauderdale,6145,10/25/2018
,Individuals,11/1/2017,Lawrence,6875,10/25/2018
,Individuals,11/1/2017,Lewis,2017,10/25/2018
,Individuals,11/1/2017,Lincoln,4908,10/25/2018
,Individuals,11/1/2017,Loudon,5286,10/25/2018
,Individuals,11/1/2017,Macon,5199,10/25/2018
,Individuals,11/1/2017,Madison,17402,10/25/2018
,Individuals,11/1/2017,Marion,5328,10/25/2018
,Individuals,11/1/2017,Marshall,4376,10/25/2018
,Individuals,11/1/2017,Maury,10698,10/25/2018
,Individuals,11/1/2017,McMinn,2609,10/25/2018
,Individuals,11/1/2017,Mcnairy,8525,10/25/2018
,Individuals,11/1/2017,Meigs,24029,10/25/2018
,Individuals,11/1/2017,Monroe,536,10/25/2018
,Individuals,11/1/2017,Montgomery,4345,10/25/2018
,Individuals,11/1/2017,Moore,9106,10/25/2018
,Individuals,11/1/2017,Morgan,5203,10/25/2018
,Individuals,11/1/2017,Obion,6092,10/25/2018
,Individuals,11/1/2017,Overton,3539,10/25/2018
,Individuals,11/1/2017,Perry,1448,10/25/2018
,Individuals,11/1/2017,Pickett,775,10/25/2018
,Individuals,11/1/2017,Polk,2905,10/25/2018
,Individuals,11/1/2017,Putnam,11186,10/25/2018
,Individuals,11/1/2017,Rhea,6893,10/25/2018
,Individuals,11/1/2017,Roane,8204,10/25/2018
,Individuals,11/1/2017,Robertson,8359,10/25/2018
,Individuals,11/1/2017,Rutherford,27762,10/25/2018
,Individuals,11/1/2017,Scott,6604,10/25/2018
,Individuals,11/1/2017,Sequatchie,3126,10/25/2018
,Individuals,11/1/2017,Sevier,11379,10/25/2018
,Individuals,11/1/2017,Shelby,217118,10/25/2018
,Individuals,11/1/2017,Smith,2928,10/25/2018
,Individuals,11/1/2017,Stewart,2026,10/25/2018
,Individuals,11/1/2017,Sullivan,25176,10/25/2018
,Individuals,11/1/2017,Sumner,16120,10/25/2018
,Individuals,11/1/2017,Tipton,10177,10/25/2018
,Individuals,11/1/2017,Trousdale,1396,10/25/2018
,Individuals,11/1/2017,Unicoi,3053,10/25/2018
,Individuals,11/1/2017,Union,4358,10/25/2018
,Individuals,11/1/2017,VanBuren,980,10/25/2018
,Individuals,11/1/2017,Warren,8010,10/25/2018
,Individuals,11/1/2017,Washington,17538,10/25/2018
,Individuals,11/1/2017,Wayne,2412,10/25/2018
,Individuals,11/1/2017,Weakley,5734,10/25/2018
,Individuals,11/1/2017,White,4921,10/25/2018
,Individuals,11/1/2017,Williamson,4430,10/25/2018
,Individuals,11/1/2017,Wilson,9955,10/25/2018
,Individuals,12/1/2017,Anderson,11999,10/25/2018
,Individuals,12/1/2017,Bedford,9572,10/25/2018
,Individuals,12/1/2017,Benton,3046,10/25/2018
,Individuals,12/1/2017,Bledsoe,2892,10/25/2018
,Individuals,12/1/2017,Blount,14423,10/25/2018
,Individuals,12/1/2017,Bradley,16125,10/25/2018
,Individuals,12/1/2017,Campbell,10255,10/25/2018
,Individuals,12/1/2017,Cannon,2152,10/25/2018
,Individuals,12/1/2017,Carroll,5305,10/25/2018
,Individuals,12/1/2017,Carter,9961,10/25/2018
,Individuals,12/1/2017,Cheatham,4181,10/25/2018
,Individuals,12/1/2017,Chester,2798,10/25/2018
,Individuals,12/1/2017,Claiborne,6532,10/25/2018
,Individuals,12/1/2017,Clay,1698,10/25/2018
,Individuals,12/1/2017,Cocke,9446,10/25/2018
,Individuals,12/1/2017,Coffee,9570,10/25/2018
,Individuals,12/1/2017,Crockett,2532,10/25/2018
,Individuals,12/1/2017,Cumberland,8771,10/25/2018
,Individuals,12/1/2017,Davidson,81134,10/25/2018
,Individuals,12/1/2017,Decatur,2239,10/25/2018
,Individuals,12/1/2017,DeKalb,3636,10/25/2018
,Individuals,12/1/2017,Dickson,7466,10/25/2018
,Individuals,12/1/2017,Dyer,7850,10/25/2018
,Individuals,12/1/2017,Fayette,5881,10/25/2018
,Individuals,12/1/2017,Fentress,4358,10/25/2018
,Individuals,12/1/2017,Franklin,4970,10/25/2018
,Individuals,12/1/2017,Gibson,8898,10/25/2018
,Individuals,12/1/2017,Giles,4376,10/25/2018
,Individuals,12/1/2017,Grainger,4161,10/25/2018
,Individuals,12/1/2017,Greene,9629,10/25/2018
,Individuals,12/1/2017,Grundy,3767,10/25/2018
,Individuals,12/1/2017,Hamblen,10863,10/25/2018
,Individuals,12/1/2017,Hamilton,50047,10/25/2018
,Individuals,12/1/2017,Hancock,2434,10/25/2018
,Individuals,12/1/2017,Hardeman,5227,10/25/2018
,Individuals,12/1/2017,Hardin,5582,10/25/2018
,Individuals,12/1/2017,Hawkins,10553,10/25/2018
,Individuals,12/1/2017,Haywood,4556,10/25/2018
,Individuals,12/1/2017,Henderson,5410,10/25/2018
,Individuals,12/1/2017,Henry,6307,10/25/2018
,Individuals,12/1/2017,Hickman,4536,10/25/2018
,Individuals,12/1/2017,Houston,1370,10/25/2018
,Individuals,12/1/2017,Humphreys,2913,10/25/2018
,Individuals,12/1/2017,Jackson,2246,10/25/2018
,Individuals,12/1/2017,Jefferson,8007,10/25/2018
,Individuals,12/1/2017,Johnson,3657,10/25/2018
,Individuals,12/1/2017,Knox,50363,10/25/2018
,Individuals,12/1/2017,Lake,1876,10/25/2018
,Individuals,12/1/2017,Lauderdale,6120,10/25/2018
,Individuals,12/1/2017,Lawrence,6895,10/25/2018
,Individuals,12/1/2017,Lewis,1990,10/25/2018
,Individuals,12/1/2017,Lincoln,4911,10/25/2018
,Individuals,12/1/2017,Loudon,5259,10/25/2018
,Individuals,12/1/2017,Macon,5056,10/25/2018
,Individuals,12/1/2017,Madison,17311,10/25/2018
,Individuals,12/1/2017,Marion,5364,10/25/2018
,Individuals,12/1/2017,Marshall,4311,10/25/2018
,Individuals,12/1/2017,Maury,10795,10/25/2018
,Individuals,12/1/2017,McMinn,2590,10/25/2018
,Individuals,12/1/2017,Mcnairy,8473,10/25/2018
,Individuals,12/1/2017,Meigs,24082,10/25/2018
,Individuals,12/1/2017,Monroe,557,10/25/2018
,Individuals,12/1/2017,Montgomery,4251,10/25/2018
,Individuals,12/1/2017,Moore,9005,10/25/2018
,Individuals,12/1/2017,Morgan,5106,10/25/2018
,Individuals,12/1/2017,Obion,6000,10/25/2018
,Individuals,12/1/2017,Overton,3585,10/25/2018
,Individuals,12/1/2017,Perry,1434,10/25/2018
,Individuals,12/1/2017,Pickett,782,10/25/2018
,Individuals,12/1/2017,Polk,2874,10/25/2018
,Individuals,12/1/2017,Putnam,11036,10/25/2018
,Individuals,12/1/2017,Rhea,6948,10/25/2018
,Individuals,12/1/2017,Roane,8094,10/25/2018
,Individuals,12/1/2017,Robertson,8279,10/25/2018
,Individuals,12/1/2017,Rutherford,27640,10/25/2018
,Individuals,12/1/2017,Scott,6520,10/25/2018
,Individuals,12/1/2017,Sequatchie,3109,10/25/2018
,Individuals,12/1/2017,Sevier,11395,10/25/2018
,Individuals,12/1/2017,Shelby,216426,10/25/2018
,Individuals,12/1/2017,Smith,2854,10/25/2018
,Individuals,12/1/2017,Stewart,2039,10/25/2018
,Individuals,12/1/2017,Sullivan,24952,10/25/2018
,Individuals,12/1/2017,Sumner,15975,10/25/2018
,Individuals,12/1/2017,Tipton,10002,10/25/2018
,Individuals,12/1/2017,Trousdale,1381,10/25/2018
,Individuals,12/1/2017,Unicoi,3061,10/25/2018
,Individuals,12/1/2017,Union,4337,10/25/2018
,Individuals,12/1/2017,VanBuren,946,10/25/2018
,Individuals,12/1/2017,Warren,7903,10/25/2018
,Individuals,12/1/2017,Washington,17423,10/25/2018
,Individuals,12/1/2017,Wayne,2442,10/25/2018
,Individuals,12/1/2017,Weakley,5582,10/25/2018
,Individuals,12/1/2017,White,4877,10/25/2018
,Individuals,12/1/2017,Williamson,4412,10/25/2018
,Individuals,12/1/2017,Wilson,9843,10/25/2018
,Individuals,1/1/2018,Anderson,11954,10/25/2018
,Individuals,1/1/2018,Bedford,9643,10/25/2018
,Individuals,1/1/2018,Benton,3036,10/25/2018
,Individuals,1/1/2018,Bledsoe,2862,10/25/2018
,Individuals,1/1/2018,Blount,14406,10/25/2018
,Individuals,1/1/2018,Bradley,15858,10/25/2018
,Individuals,1/1/2018,Campbell,10185,10/25/2018
,Individuals,1/1/2018,Cannon,2122,10/25/2018
,Individuals,1/1/2018,Carroll,5283,10/25/2018
,Individuals,1/1/2018,Carter,10043,10/25/2018
,Individuals,1/1/2018,Cheatham,4109,10/25/2018
,Individuals,1/1/2018,Chester,2789,10/25/2018
,Individuals,1/1/2018,Claiborne,6416,10/25/2018
,Individuals,1/1/2018,Clay,1670,10/25/2018
,Individuals,1/1/2018,Cocke,9428,10/25/2018
,Individuals,1/1/2018,Coffee,9614,10/25/2018
,Individuals,1/1/2018,Crockett,2509,10/25/2018
,Individuals,1/1/2018,Cumberland,8751,10/25/2018
,Individuals,1/1/2018,Davidson,79764,10/25/2018
,Individuals,1/1/2018,Decatur,2189,10/25/2018
,Individuals,1/1/2018,DeKalb,3605,10/25/2018
,Individuals,1/1/2018,Dickson,7373,10/25/2018
,Individuals,1/1/2018,Dyer,7824,10/25/2018
,Individuals,1/1/2018,Fayette,5835,10/25/2018
,Individuals,1/1/2018,Fentress,4352,10/25/2018
,Individuals,1/1/2018,Franklin,4926,10/25/2018
,Individuals,1/1/2018,Gibson,8846,10/25/2018
,Individuals,1/1/2018,Giles,4417,10/25/2018
,Individuals,1/1/2018,Grainger,4138,10/25/2018
,Individuals,1/1/2018,Greene,9547,10/25/2018
,Individuals,1/1/2018,Grundy,3769,10/25/2018
,Individuals,1/1/2018,Hamblen,10814,10/25/2018
,Individuals,1/1/2018,Hamilton,49687,10/25/2018
,Individuals,1/1/2018,Hancock,2425,10/25/2018
